"RELEVE_NR","Country","Altitude (m)","DEG_LON","DEG_LAT","GESELLSCH","dataset","Ecoreg","Dunes_Bohn","Coast_EEA"
5569,"Germany",1,8.61,53.88,"Ericetum tetralicis (cladonietosum)","Germany Vegetweb 2",664,"N_Dunes","ATL_COAST"
5570,"Germany",1,9.81,52.88,"Ericetum tetralicis (cladonietosum)","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5571,"Germany",1,9.81,52.88,"Ericetum tetralicis (cladonietosum)","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5572,"Germany",1,9.81,52.88,"Ericetum tetralicis (cladonietosum)","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5573,"Germany",1,8.6,53.8,"Ericetum tetralicis (cladonietosum)","Germany Vegetweb 2",664,"N_Dunes","ATL_COAST"
5574,"Germany",1,8.6,53.81,"Ericetum tetralicis (cladonietosum)","Germany Vegetweb 2",664,"N_Dunes","ATL_COAST"
5575,"Germany",1,9.7,53.01,"Ericetum tetralicis (cladonietosum)","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5576,"Germany",1,9.7,53.01,"Ericetum tetralicis (cladonietosum)","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5577,"Germany",1,9.48,53.28,"Ericetum tetralicis (cladonietosum)","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5579,"Germany",67,9.84,53.27,"Ericetum tetralicis (cladonietosum)","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5581,"Germany",68,9.84,53.27,"Ericetum tetralicis (cladonietosum)","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5582,"Germany",1,7.31,52.93,"Ericetum tetralicis Subassoziation von Sphagnum papillosum","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5583,"Germany",1,7.31,52.93,"Ericetum tetralicis Subassoziation typicum","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5584,"Germany",1,7.31,52.93,"Ericetum tetralicis Subassoziation typicum","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5585,"Germany",1,7.31,52.93,"Ericetum tetralicis Subassoziation typicum","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5586,"Germany",1,7.31,52.93,"Ericetum tetralicis Subassoziation typicum","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5587,"Germany",1,7.31,52.93,"Ericetum tetralicis Subassoziation typicum","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5588,"Germany",1,7.31,52.93,"Ericetum tetralicis, Weideausbildung","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5589,"Germany",1,7.31,52.93,"Ericetum tetralicis, Weideausbildung","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5590,"Germany",1,7.31,52.93,"Ericetum tetralicis, Weideausbildung","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5591,"Germany",1,7.31,52.93,"Ericetum tetralicis, Weideausbildung","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5592,"Germany",1,7.31,52.93,"Ericetum tetralicis Subassoziation von Succisa pratensis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5593,"Germany",1,7.31,52.93,"Ericetum tetralicis Subassoziation von Succisa pratensis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5594,"Germany",1,7.28,53.35,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5595,"Germany",1,7.28,53.35,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5596,"Germany",1,7.28,53.35,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5597,"Germany",1,7.28,53.35,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5598,"Germany",31,8.68,52.34,"Ericetum tetralicis (Schwickerath 1933) sphagnetosum (Txen 1937)","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5599,"Germany",1,8.68,52.34,"Ericetum tetralicis (Schwickerath 1933) sphagnetosum (Txen 1937)","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5600,"Germany",1,8.68,52.34,"Ericetum tetralicis (Schwickerath 1933) sphagnetosum (Txen 1937)","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5601,"Germany",1,8.87,53.46,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5602,"Germany",1,8.35,52.96,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5603,"Germany",1,8.35,52.96,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5604,"Germany",1,8.35,52.96,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5605,"Germany",1,8.35,52.96,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5606,"Germany",1,8.35,52.96,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5607,"Germany",1,8.35,52.96,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5608,"Germany",1,9.59,53.22,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5609,"Germany",1,9.59,53.22,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5610,"Germany",1,9.6,53.22,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5611,"Germany",1,9.6,53.22,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5613,"Germany",1,9.61,53.22,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5614,"Germany",1,9.29,52.91,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5615,"Germany",1,9.29,52.91,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5616,"Germany",1,9.29,52.91,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5617,"Germany",1,9.29,52.91,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5618,"Germany",1,9.29,52.91,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5619,"Germany",1,9.31,52.92,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5620,"Germany",1,9.32,53.01,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5621,"Germany",1,9.85,53.04,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5622,"Germany",1,9.85,53.05,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5623,"Germany",1,9.71,53.18,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5624,"Germany",1,9.71,53.18,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5625,"Germany",1,9.85,53.05,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5626,"Germany",1,9.71,53.18,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5627,"Germany",1,9.71,53.18,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5628,"Germany",1,9.85,53.05,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5629,"Germany",1,9.71,53.18,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5630,"Germany",1,7.71,52.14,"Ericetum tetralicis sphagnetosum","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5631,"Germany",1,7.71,52.14,"Ericetum tetralicis sphagnetosum","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5632,"Germany",1,7.71,52.14,"Ericetum tetralicis typicum","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5633,"Germany",1,7.71,52.14,"Ericetum tetralicis typicum","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5634,"Germany",1,8.84,52.59,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5635,"Germany",1,8.84,52.59,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5636,"Germany",1,8.84,52.59,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5637,"Germany",1,8.84,52.59,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5638,"Germany",1,8.84,52.59,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5639,"Germany",1,8.84,52.59,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5640,"Germany",1,8.84,52.59,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5641,"Germany",1,8.84,52.59,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5642,"Germany",1,8.84,52.59,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5643,"Germany",1,8.84,52.59,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5644,"Germany",1,8.84,52.59,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5645,"Germany",1,8.84,52.59,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5646,"Germany",1,8.84,52.59,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5647,"Germany",1,8.84,52.59,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5648,"Germany",1,8.46,52.88,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5649,"Germany",1,8.46,52.88,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5654,"Germany",1,8.41,55.02,"Erica tetralix-Salix repens arenaria-Assoziation, typische Subassoziation","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
5655,"Germany",1,8.35,54.97,"Erica tetralix-Salix repens arenaria-Assoziation, typische Subassoziation","Germany Vegetweb 2",664,"N_Dunes","ATL_COAST"
5656,"Germany",1,8.41,55.02,"Erica tetralix-Salix repens arenaria-Assoziation, typische Subassoziation","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
5657,"Germany",1,8.36,54.99,"Erica tetralix-Salix repens arenaria-Assoziation, typische Subassoziation","Germany Vegetweb 2",664,"N_Dunes","ATL_COAST"
5658,"Germany",1,8.4,55.02,"Erica tetralix-Salix repens arenaria-Assoziation, typische Subassoziation","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
5659,"Germany",1,7.23,53.72,"Erica tetralix-Salix repens arenaria-Assoziation, typische Subassoziation","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
5660,"Germany",1,7.22,53.71,"Erica tetralix-Salix repens arenaria-Assoziation, typische Subassoziation","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
5661,"Germany",1,7.22,53.71,"Erica tetralix-Salix repens arenaria-Assoziation, typische Subassoziation","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
5662,"Germany",1,7.23,53.72,"Erica tetralix-Salix repens arenaria-Assoziation, typische Subassoziation","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
5663,"Germany",1,7.23,53.71,"Erica tetralix-Salix repens arenaria-Assoziation, typische Subassoziation","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
5664,"Germany",1,7.24,53.72,"Erica tetralix-Salix repens arenaria-Assoziation, typische Subassoziation","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
5665,"Germany",1,7.19,53.71,"Erica tetralix-Salix repens arenaria-Assoziation, typische Subassoziation","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
5666,"Germany",1,7.24,53.72,"Erica tetralix-Salix repens arenaria-Assoziation, typische Subassoziation","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
5667,"Germany",1,7.24,53.72,"Erica tetralix-Salix repens arenaria-Assoziation, typische Subassoziation","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
5668,"Germany",1,7.24,53.72,"Erica tetralix-Salix repens arenaria-Assoziation, typische Subassoziation","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
5669,"Germany",1,6.7,53.58,"Erica tetralix-Salix repens arenaria-Assoziation, typische Subassoziation","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
5670,"Germany",1,8.41,55.02,"Ericetum tetralicis","Germany Vegetweb 2",664,"Y_DUNES","ATL_COAST"
5671,"Germany",1,9.77,53.07,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5673,"Germany",1,10.24,52.94,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5674,"Germany",1,9.87,52.43,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5675,"Germany",1,7.42,52.7,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5676,"Germany",1,7.42,52.7,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5677,"Germany",1,7.43,52.7,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5678,"Germany",1,7.31,52.5,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5679,"Germany",1,7.11,52.27,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5680,"Germany",1,9.64,52.54,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5681,"Germany",1,9.01,52.49,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5682,"Germany",1,9.25,53.54,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5683,"Germany",1,9.25,53.54,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5684,"Germany",1,9.25,53.54,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5685,"Germany",1,9.25,53.54,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5687,"Germany",1,11.04,53.09,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5688,"Germany",1,7.49,52.68,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5689,"Germany",1,7.49,52.68,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5690,"Germany",1,7.3,52.6,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5691,"Germany",1,8.02,52.64,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5692,"Germany",1,8.02,52.64,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5693,"Germany",1,8.02,52.64,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5694,"Germany",1,9.79,53.07,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5695,"Germany",1,8.74,52.58,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5696,"Germany",1,9.92,53.13,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5697,"Germany",1,0,0,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5699,"Germany",1,8.19,52.27,"Ericetum tetralicis","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
5700,"Germany",1,8.19,52.27,"Ericetum tetralicis","Germany Vegetweb 2",686,"N_Dunes","N_COAST"
5701,"Germany",1,8,52.42,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5702,"Germany",1,8.47,54.87,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","ATL_COAST"
5703,"Germany",1,8.47,54.87,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","ATL_COAST"
5704,"Germany",1,9.53,52.45,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5705,"Germany",1,9.75,53.17,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5706,"Germany",1,9.25,54.78,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5707,"Germany",1,9.86,52.78,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5708,"Germany",1,8.57,52.61,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5709,"Germany",1,8.6,51.9,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5710,"Germany",1,7.41,52.91,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5711,"Germany",1,7.41,52.91,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5712,"Germany",24,9.81,53.46,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5713,"Germany",23,9.82,53.46,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5714,"Germany",44,9.82,53.46,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5715,"Germany",50,9.84,53.45,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5716,"Germany",66,9.84,53.27,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5717,"Germany",68,9.84,53.27,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5718,"Germany",68,9.84,53.27,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5719,"Germany",68,9.84,53.27,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5720,"Germany",1,10.02,53.16,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5721,"Germany",1,10.02,53.16,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5722,"Germany",1,10.02,53.16,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5723,"Germany",1,10.02,53.16,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5724,"Germany",1,10.02,53.16,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5725,"Germany",1,10.02,53.16,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5726,"Germany",1,10.02,53.16,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5727,"Germany",1,10.02,53.16,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5728,"Germany",1,10.02,53.16,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5729,"Germany",1,7.88,53.08,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5731,"Germany",1,9.93,53.23,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5732,"Germany",1,10,53.18,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5733,"Germany",1,10,53.18,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5734,"Germany",1,10,53.18,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5735,"Germany",1,9.65,52.88,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5736,"Germany",1,9.65,52.88,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5737,"Germany",1,10,53.18,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5738,"Germany",1,9.83,53.3,"Ericetum tetralicis","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5767,"Germany",1,9.29,52.91,"Narthecietum ossifragi","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5768,"Germany",1,9.29,52.91,"Narthecietum ossifragi","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5769,"Germany",1,9.29,52.91,"Narthecietum ossifragi","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5770,"Germany",1,9.32,53.01,"Narthecietum ossifragi","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5771,"Germany",1,9.31,52.92,"Narthecietum ossifragi","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5772,"Germany",1,9.29,52.91,"Narthecietum ossifragi","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5773,"Germany",1,9.29,52.91,"Narthecietum ossifragi","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5774,"Germany",1,9.61,52.56,"Narthecietum ossifragi","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5775,"Germany",1,9.61,52.56,"Narthecietum ossifragi","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5776,"Germany",1,9.73,53.18,"Narthecietum ossifragi","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5777,"Germany",1,9.84,53.04,"Narthecietum ossifragi","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5778,"Germany",1,9.84,53.04,"Narthecietum ossifragi","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5779,"Germany",1,9.84,53.04,"Narthecietum ossifragi","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5780,"Germany",1,9.73,53.18,"Narthecietum ossifragi","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5781,"Germany",1,9.87,53.09,"Narthecietum ossifragi","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5782,"Germany",1,9.87,53.09,"Narthecietum ossifragi","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5783,"Germany",1,9.77,53.17,"Narthecietum ossifragi","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5784,"Germany",1,9.77,53.17,"Narthecietum ossifragi","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5785,"Germany",1,9.84,53.04,"Narthecietum ossifragi","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5786,"Germany",1,9.84,53.04,"Narthecietum ossifragi","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5787,"Germany",1,9.84,53.04,"Narthecietum ossifragi","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5788,"Germany",1,9.73,53.18,"Narthecietum ossifragi","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5789,"Germany",1,8.75,53.7,"Sphagnum mucronatum-Eriophorum angustifolium-Gesellschaft","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5790,"Germany",1,8.75,53.7,"Sphagnum mucronatum-Eriophorum angustifolium-Gesellschaft","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5791,"Germany",1,8.75,53.7,"Sphagnum mucronatum-Eriophorum angustifolium-Gesellschaft","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5792,"Germany",1,8.75,53.7,"Sphagnum mucronatum-Eriophorum angustifolium-Gesellschaft","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5793,"Germany",1,8.75,53.7,"Sphagnum mucronatum-Eriophorum angustifolium-Gesellschaft","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5794,"Germany",1,8.75,53.7,"Sphagnum mucronatum-Eriophorum angustifolium-Gesellschaft","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5795,"Germany",1,9.77,53.17,"Narthecietum ossifragi","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5796,"Germany",1,9.73,53.18,"Narthecietum ossifragi","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5797,"Germany",1,9.73,53.18,"Narthecietum ossifragi","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5798,"Germany",1,9.85,53.04,"Narthecietum ossifragiii","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5799,"Germany",1,9.85,53.04,"Narthecietum ossifragi","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5800,"Germany",1,9.85,53.05,"Narthecietum ossifragi","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5801,"Germany",1,9.85,53.05,"Narthecietum ossifragi","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5802,"Germany",1,9.85,53.05,"Narthecietum ossifragi","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5803,"Germany",1,9.73,53.18,"Narthecietum ossifragi","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5804,"Germany",1,9.73,53.18,"Narthecietum ossifragi","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5805,"Germany",1,9.73,53.18,"Narthecietum ossifragi","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5806,"Germany",1,9.84,53.04,"Narthecietum ossifragi","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5807,"Germany",1,9.84,53.04,"Narthecietum ossifragi","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5808,"Germany",1,9.85,53.05,"Narthecietum ossifragi","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5809,"Germany",1,9.85,53.05,"Narthecietum ossifragi","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5810,"Germany",1,10.02,53.18,"Narthecietum ossifragi","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5811,"Germany",1,9.89,53.04,"Narthecietum ossifragi","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5812,"Germany",1,9.89,53.04,"Narthecietum ossifragi","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5813,"Germany",1,9.89,53.04,"Narthecietum ossifragi","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5814,"Germany",1,9.89,53.04,"Narthecietum ossifragi","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5815,"Germany",1,9.89,53.03,"Narthecietum ossifragi","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5816,"Germany",1,9.02,53.7,"Narthecietum ossifragi","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5817,"Germany",1,9.02,53.7,"Narthecietum ossifragi","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5818,"Germany",1,9.02,53.7,"Narthecietum ossifragi","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5819,"Germany",1,9.75,54.62,"Narthecietum ossifragi","Germany Vegetweb 2",647,"N_Dunes","BAL_COAST"
5820,"Germany",1,10,53.18,"Narthecietum ossifragi","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5821,"Germany",1,10,53.18,"Narthecietum ossifragi","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5822,"Germany",1,10,53.18,"Narthecietum ossifragi","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5823,"Germany",1,9.77,53.17,"Narthecietum ossifragi","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5825,"Germany",1,8.29,52.97,"Sphagnetum papillosi","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5826,"Germany",1,8.29,52.97,"Sphagnetum papillosi","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5827,"Germany",1,8.29,52.97,"Sphagnetum papillosi","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5828,"Germany",1,9.3,52.44,"Sphagnetum papillosi","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
5829,"Germany",1,10.24,52.93,"Sphagnetum papillosi","Germany Vegetweb 2",664,"N_Dunes","N_COAST"
